Introducing contestants...
* Player 1, weighing 320 bytes, "Jumper !" ("en fait C forker !") !
* Player 2, weighing 320 bytes, "Jumper !" ("en fait C forker !") !
cycle 267, carriage 0, op_code 11, car pos 157

cycle 268, carriage 1, op_code 11, car pos 2205
cycle 268, carriage 0, op_code 11, car pos 157

cycle 269, carriage 1, op_code 11, car pos 2205
cycle 269, carriage 0, op_code 11, car pos 157

cycle 270, carriage 1, op_code 11, car pos 2205
cycle 270, carriage 0, op_code 11, car pos 157

cycle 271, carriage 1, op_code 11, car pos 2205
cycle 271, carriage 0, op_code 11, car pos 157

cycle 272, carriage 1, op_code 11, car pos 2205
cycle 272, carriage 0, op_code 11, car pos 157

cycle 273, carriage 1, op_code 11, car pos 2205
cycle 273, carriage 0, op_code 11, car pos 157

cycle 274, carriage 1, op_code 11, car pos 2205
